,unit_id,unit_state,trusted_judgments,last_judgment,predicted_category,confidence,tweet
565,197561037,finalized,3,2012-09-06 13:07:00.000Z,Casualties and damage,0.3579,"  Mo. tornado injures , damages homes in Sedalia "
566,197561038,finalized,3,2012-09-06 12:41:00.000Z,Casualties and damage,0.6421, via  #Tornado Tragedy: Hole in the Heart of Missouri Town
567,197561039,finalized,3,2012-09-06 12:38:00.000Z,Casualties and damage,0.6421,So I'm sitting here watching footage of this tornAdo that hit Springfield........#Tragic
568,197561040,finalized,3,2012-09-06 13:11:00.000Z,Casualties and damage,1.0,"  WCVB-TV reporting at least  fatalities from Brimfield, Westfield, and Springfield, Mass. #tornado #mawx #severe"
569,197561041,finalized,3,2012-09-06 13:14:00.000Z,Casualties and damage,0.3579, I think only one tornado touched down and no damage other than trees down.
570,197561042,finalized,3,2012-09-06 12:55:00.000Z,Casualties and damage,0.3579,Opening prayer at #Joplin Memorial Service.
571,197561043,finalized,3,2012-09-06 13:12:00.000Z,Casualties and damage,0.6421," Tornado wreckage in  #Joplin, MO taken by  /"
572,197561044,finalized,3,2012-09-06 13:07:00.000Z,Casualties and damage,0.6421,"  the power of the EF tornado to hit Joplin, still think your safe in a car? "
573,197561045,finalized,4,2012-09-06 13:14:00.000Z,Casualties and damage,0.7668,"  #Joplin update: Officials say , people unaccounted for after #tornado.  confirmed deaths. "
574,197561046,golden,3,2012-09-06 12:54:00.000Z,Casualties and damage,1.0,  SPC has upped its death toll to  for the Joplin MO tornado. SPC also added  more killer tornado in OK from May  ...
575,197561047,finalized,3,2012-09-06 12:57:00.000Z,Casualties and damage,1.0,"  Photos: Devastating aftermath of #Joplin, Missouri #tornado "
576,197561048,finalized,3,2012-09-06 12:52:00.000Z,Casualties and damage,0.3579,Springfield ma. got hit hard last night by a tornado SMH
577,197561049,finalized,3,2012-09-06 12:27:00.000Z,Casualties and damage,0.6834,BREAKING: State Medical examiner's office confirms  fatalities in Oklahoma from last nights tornado outbreak
578,197561050,finalized,3,2012-09-06 12:48:00.000Z,Casualties and damage,1.0,"  City spokeswoman in Joplin, Mo., says deathtoll from massive tornado now at least  people - AP"
579,197561051,finalized,3,2012-09-06 12:43:00.000Z,Casualties and damage,1.0,"  Joplin, MO before/after Tornado  via "
580,197561052,finalized,3,2012-09-06 12:54:00.000Z,Casualties and damage,1.0,#US Tuscaloosa County death toll from tornado increases to : After holding steady for almost...  #Tuscaloosa #News
581,197561053,finalized,3,2012-09-06 13:14:00.000Z,Casualties and damage,0.3579,Two Joplin tornado victims die after suffering fungal infections 
582,197561054,finalized,3,2012-09-06 13:11:00.000Z,Casualties and damage,1.0,#usnews Officials:  Confirmed Dead After Joplin Tornado 
583,197561055,finalized,3,2012-09-06 11:43:00.000Z,Casualties and damage,1.0,  Post-Tornado #Environmental #Health Risks in #Joplin: 
584,197561056,finalized,3,2012-09-06 13:14:00.000Z,Casualties and damage,1.0,  Per Missouri EMA: Current #Joplintornado death toll is .Per Dr.Forbes: will be deadliest on record in Jasper Coun ...
585,197561057,finalized,3,2012-09-06 12:52:00.000Z,Casualties and damage,1.0,  US Sen Klobuchar and  will be looking at tornado damage later this morning in Fridley
586,197561058,finalized,3,2012-09-06 12:48:00.000Z,Casualties and damage,0.6834,"  Possible #tornado damage reported near Union City, TN.  Multiple trees down, one building destroyed."
587,197561059,finalized,3,2012-09-06 12:54:00.000Z,Casualties and damage,0.6834,"  NWS:  Path width of #Joplin, MO #tornado was / mile wide.   fatalities.... injured."
588,197561060,finalized,3,2012-09-06 12:32:00.000Z,Casualties and damage,0.6421,  Brimfield Horse Impaled During Tornado Is Expected To Survive ... 
589,197561061,finalized,3,2012-09-06 11:43:00.000Z,Casualties and damage,1.0,"  A receipt from Joplin Missouri traveled  miles after last week's tornado to end up in Indiana.  dead,  missing."
590,197561062,finalized,3,2012-09-06 12:41:00.000Z,Casualties and damage,1.0,"  Death toll for #Joplin at .  To help, text REDCROSS to  to donate $.  Please .    @ ..."
591,197561063,finalized,3,2012-09-06 13:12:00.000Z,Casualties and damage,0.6421,before / after shot of the Joplin tornado 
592,197561064,finalized,3,2012-09-06 13:09:00.000Z,Casualties and damage,1.0,"    Preston Lacy's home town, Joplin, Missouri, was destroyed a week ago by a tornado. Text JOPLIN to ..."
593,197561065,finalized,3,2012-09-06 12:36:00.000Z,Casualties and damage,0.6421,"A rare multivortex tornado swept through Joplin, Missouri on Sunday night. Keep the victims in your prayers."
594,197561066,finalized,3,2012-09-06 13:14:00.000Z,Casualties and damage,1.0,DTN USA: Death toll from Joplin tornado rises to : officials: CHICAGO  - The death toll from the May... 
595,197561067,finalized,3,2012-09-06 12:45:00.000Z,Casualties and damage,1.0,#Joplin NORMLÌÄå¢Ì¢Û_åÂÌ¢Û_å¢s Kelly Maddy loses #Missouri home to #tornado; please help!: Kelly's house wasÌÄå¢Ì¢Û_åÂÌâå_ 
596,197561068,finalized,3,2012-09-06 13:14:00.000Z,Casualties and damage,0.3579,"Oklahoma tornado sweeps away young horse fancier's life, but strangers repl "
597,197561069,finalized,3,2012-09-06 12:32:00.000Z,Casualties and damage,1.0," Devastating Photos Of The Joplin, Missouri Tornado .... and you thought you were having a bad day: think again!!"
598,197561070,finalized,3,2012-09-06 12:55:00.000Z,Casualties and damage,0.6746,Playhouse theatre in #Joplin. You can see the chairs if you look close.  
599,197561071,finalized,3,2012-09-06 12:27:00.000Z,Casualties and damage,1.0,The tornado made the town of Etna look like a junk yard.  :( 
600,197561072,finalized,3,2012-09-06 13:11:00.000Z,Casualties and damage,0.6421,"  This dog was sucked up by a tornado, but crawled home on two broken legs |  (via "
601,197561073,finalized,3,2012-09-06 12:27:00.000Z,Casualties and damage,1.0,"  Unreal   Now confirmed  dead in Joplin, MO #tornado.Single deadliest #tornado since Woodward, OK ( Apr  ..."
602,197561074,finalized,3,2012-09-06 12:50:00.000Z,Casualties and damage,1.0,"Slow recovery from tornado in Kaukauna taking toll on residents: ""When there is so much devastation, it will take more than a few wee..."
603,197561075,finalized,3,2012-09-06 12:48:00.000Z,Casualties and damage,0.6834,"  We have confirmation that  police officers were struck by lightning in #Joplin, their conditions are unknown at this time."
604,197561076,finalized,3,2012-09-06 12:50:00.000Z,Casualties and damage,1.0,"  Joplin, Missouri, where at least  died Sunday, under #tornado watch "
605,197561077,finalized,3,2012-09-06 12:45:00.000Z,Casualties and damage,1.0,"Breaking:  confirmed dead in #Joplin, MO as a result of the devastating tornado that hit Sunday. #CNN has live reports from the scene"
606,197561078,finalized,3,2012-09-06 12:48:00.000Z,Casualties and damage,0.6834,"rb  ""RB  ""everybody is hurting in joplin tornado""....Total is  Cas... ÌÄå¢Ì¢Û_å¢ÌâåÇ /~uu"
607,197561079,finalized,3,2012-09-06 12:41:00.000Z,Casualties and damage,0.6421,"Injuries, damage in Mass. tornado: A tornado that caused damage in Springfield, Mass., Wednesday afternoon was still on the ground an..."
608,197561080,finalized,3,2012-09-06 12:43:00.000Z,Casualties and damage,0.6834,"  Death toll from US tornadoes climbs. , still missing  #weather #joplin"
609,197561081,finalized,3,2012-09-06 12:50:00.000Z,Casualties and damage,1.0, -- Nursing home owner in #Joplin says Sunday's tornado killed  from his property alone
610,197561082,finalized,3,2012-09-06 13:09:00.000Z,Casualties and damage,0.6421,The devastation at Joplin is heart breaking. My prayers go out to the victims of the tornado.
611,197561083,finalized,3,2012-09-06 12:38:00.000Z,Casualties and damage,1.0,  #BreakingNews: Midwest Tornado Death Toll Rises Sharply to  #Joplin #Missouri
612,197561084,finalized,3,2012-09-06 12:55:00.000Z,Casualties and damage,1.0,"  Day  assessment in #Joplin, #Missouri found #tornado damage even more severe than #Tuscaloosa  ... #WorldVision"
613,197561085,finalized,3,2012-09-06 12:48:00.000Z,Casualties and damage,0.6421,What the country and the world have witnessed this week is the Spirit of  #Joplin Missouri MO Gov Jay Nixon
614,197561086,finalized,3,2012-09-06 11:43:00.000Z,Casualties and damage,1.0,"  Photos: Devastating aftermath of #Joplin, Missouri #tornado "
615,197561087,finalized,3,2012-09-06 13:12:00.000Z,Casualties and damage,1.0,"  Denning, Arkansas, which has  homes, is destroyed by tornado - National Weather Service via KNWA "
616,197561088,finalized,3,2012-09-06 12:38:00.000Z,Casualties and damage,0.6421,Sen. Alexander will tour tornado-damaged areas in Greene and Washington counties on Wednesday afternoon. .
617,197561089,finalized,3,2012-09-06 12:43:00.000Z,Casualties and damage,0.3579,"   tornado reports yesterday including  in Massachusetts,  in California and the rest in Nebraska and Kansas "
618,197561090,finalized,3,2012-09-06 12:34:00.000Z,Casualties and damage,1.0,"  Joplin mayor Mike Woolston says more bodies found this morning, bringing tornado death toll to  - NBC News"
619,197561091,finalized,3,2012-09-06 12:34:00.000Z,Casualties and damage,0.6421,Video of Kitten Found in Joplin Missouri Tornado Debris  
620,197561092,finalized,3,2012-09-06 12:34:00.000Z,Casualties and damage,1.0,Damage from the Joplin Tornado . . . Devastating 
621,197561093,finalized,3,2012-09-06 12:57:00.000Z,Casualties and damage,0.3579,"  Storm leaves , without power in southern Ontario . Possible tornadoes reported north of Toronto. #tornado"
622,197558630,finalized,3,2012-09-08 19:09:00.000Z,"Donations of money, goods or services",1.0,  please follow my friends  They do a great job at providing valuable info for donors and victims of  ...
623,197558631,golden,8,2012-09-08 22:36:00.000Z,"Donations of money, goods or services",0.7387,  Heading to #joplin wit the #jimbakkershow to help the #tornado victims... Help us #jesus !
624,197558632,golden,18,2012-09-08 22:19:00.000Z,"Donations of money, goods or services",1.0,"  Holding emergency blood drive from - p.m. at GKC Chapter,  W. Armour Blvd., KCMO. Join us in helping Joplin. #joplin"
625,197558633,golden,15,2012-09-08 18:28:00.000Z,"Donations of money, goods or services",0.6237,"  Help #Joplin Mo & Reading, Ks  PLS     To support text REDCROSS to  or visit redcross.org"
626,197558634,golden,12,2012-09-08 07:30:00.000Z,"Donations of money, goods or services",0.6656,"Last tweet I promise, my good friend is funding relief in #joplin MO with her #Scentsy biz.  wanted to help share that .)"
627,197558635,golden,14,2012-09-08 22:17:00.000Z,"Donations of money, goods or services",0.581,  helping a family hit by tornado.  S Western come join us/ look for the orange tshirt by the driveway on west side of road
628,197558636,finalized,3,2012-09-08 08:02:00.000Z,"Donations of money, goods or services",0.6748,"   a friend who lost everything in recent tornado in Joplin, MO. Please donate to www.joplintornadoreliefforb ..."
629,197558637,golden,13,2012-09-08 21:38:00.000Z,"Donations of money, goods or services",0.752,  Everyone please take a minute to check out a great project I've started for all the tornado victims.  ...
630,197558638,golden,7,2012-09-08 18:55:00.000Z,"Donations of money, goods or services",1.0, that's a great initiative to support #Joplin! Hats off to you & 
631,197558639,golden,21,2012-09-08 22:17:00.000Z,"Donations of money, goods or services",0.8999,Please submit your #okhelp and #okneed on our Crowdmap:  #oktornado #okwx Please 
632,197558640,golden,6,2012-09-08 06:16:00.000Z,"Donations of money, goods or services",0.8447,"  Hey #STL, I'm putting together a music sampler for #Joplin called #SongsForJoplin. Want to help promote? Help some othe ..."
633,197558641,golden,17,2012-09-08 15:46:00.000Z,"Donations of money, goods or services",0.6522,Invacare helping disabled tornado survivors 
634,197558642,golden,7,2012-09-08 05:43:00.000Z,"Donations of money, goods or services",0.563,"  You can help us respond in #Joplin &continue our work in other states. Txt REDCROSS to , or online: "
635,197558643,golden,7,2012-09-08 07:13:00.000Z,"Donations of money, goods or services",0.5708,"  Tornado survivors in Joplin, Mo., will be getting quilts from shop in Victor "
636,197558644,golden,16,2012-09-08 15:46:00.000Z,"Donations of money, goods or services",0.8749,  #MONeeds #Volunteers City DistCtr to form teams we are sending into the area to help people with clean up. Open every day a ...
637,197558645,finalized,3,2012-09-08 08:02:00.000Z,"Donations of money, goods or services",0.6748,"  You can help us respond in #Joplin &continue our work in other states. Txt REDCROSS to , or online: "
638,197558646,finalized,3,2012-09-08 21:24:00.000Z,"Donations of money, goods or services",1.0," #ers are the same as #tornado victims; the destruction of our lives is just as bad, only slower. PLEASE: #JOBS & #HR"
639,197558647,finalized,3,2012-09-08 21:52:00.000Z,"Donations of money, goods or services",0.6436,"  You can help us respond in #Joplin &continue our work in other states. Txt REDCROSS to , or online: "
640,197558648,finalized,3,2012-09-08 22:36:00.000Z,"Donations of money, goods or services",0.6792,  Alabama tornado relief in * heat. So rewarding. Not your average Saturday. #volunteering #stormtroopers  htt ...
641,197558649,golden,14,2012-09-08 22:17:00.000Z,"Donations of money, goods or services",1.0,You can make a donation via text to the Salvation Army's tornado relief in Massachusetts. A $ minimum donation... 
642,197558650,finalized,4,2012-09-08 22:36:00.000Z,"Donations of money, goods or services",0.7538, awesome jobs you guys are doing getting donations for the tornado victims!
643,197558651,finalized,3,2012-09-08 06:51:00.000Z,"Donations of money, goods or services",1.0,  TODAY Pizza Hut is donating % of sales  the United Way Tornado Disaster Fund. Head to rd/Blackwelder Pizza Hut today!
644,197558652,finalized,3,2012-09-08 06:16:00.000Z,"Donations of money, goods or services",1.0,  If this tweet gets  's...I will donate  dollars to the Red Cross for the Tornado Victims across the U.S. :D ! xD
645,197558653,finalized,3,2012-09-08 06:21:00.000Z,"Donations of money, goods or services",1.0,Prepaid Cell Phones | Salvation Army Serves Thousands In Tornado Ravaged Areas 
646,197558654,finalized,3,2012-09-08 06:32:00.000Z,"Donations of money, goods or services",1.0,  #MOneeds ELECTRIC SKILLETS and CROCK POTS  #Joplin
647,197558655,finalized,3,2012-09-08 22:11:00.000Z,"Donations of money, goods or services",0.6792,Irony: we have just gone from collecting relief supplies for.tornado victims to taking cover in a basement from a possible tornado.
648,197558656,finalized,4,2012-09-08 22:36:00.000Z,"Donations of money, goods or services",0.7565,  Come check out our autograph session to benefit tornado relief efforts. : am on Target Plaza.
649,197558657,finalized,3,2012-09-08 07:09:00.000Z,"Donations of money, goods or services",1.0,  Know someone in #Joplin who needs baby food for  mos or younger? I've got  cases and can deliver. PLS 
650,197558658,finalized,3,2012-09-08 22:36:00.000Z,"Donations of money, goods or services",0.3564, Westboro Church headed to #Joplin this Sunday! Let's shelter #Joplin from their HATE! Protest the protestors! PLEASE RETWEET!
651,197558659,finalized,4,2012-09-08 22:36:00.000Z,"Donations of money, goods or services",0.7566,"  At West Town Mall helping out . Jamz collect water for the tornado victims in Joplin.  They're here till , stop by a ..."
652,197558660,finalized,3,2012-09-08 05:09:00.000Z,"Donations of money, goods or services",0.7053,  How to help Apartment Communities affected by the Tornado in #Joplin MO via  
653,197558661,finalized,4,2012-09-08 22:36:00.000Z,"Donations of money, goods or services",1.0," Comics For Joplin Tornado Relief  please RT, & consider donating/helping if you can...#Joplin"
654,197558662,finalized,3,2012-09-08 22:02:00.000Z,"Donations of money, goods or services",1.0,  Help disaster victims at  #mo #tornado #pray
655,197558663,finalized,3,2012-09-08 07:54:00.000Z,"Donations of money, goods or services",1.0,"If anyone has information on where the Samaritan's Purse truck from Alabama will be tomorrow, PLEASE let me know! #fb #joplin #prayforjoplin"
656,197558664,finalized,3,2012-09-08 07:13:00.000Z,"Donations of money, goods or services",1.0,"    #samsclub in #Joplin has generators, tarps, fuel cans, ice, charcoal & other supplies. No membership  ..."
657,197558665,finalized,3,2012-09-08 07:03:00.000Z,"Donations of money, goods or services",1.0,"  Shelter is open: Campus of MO SO State Univ. @ the Legget & Platt Athletic Center;  Newman Rd #Joplin, Mo #Tornado"
658,197558666,finalized,3,2012-09-08 21:38:00.000Z,"Donations of money, goods or services",1.0,  PLEASE : % of kibble raised today by  will be donated to the homeless pets in tornado stricken Joplin! htt ...
659,197558667,finalized,3,2012-09-08 21:24:00.000Z,"Donations of money, goods or services",1.0,  Old Rock House will donate $ to Heart of Missouri United Way for Joplin Tornado relief every time this is re-tweet ...
660,197558668,finalized,3,2012-09-08 05:58:00.000Z,"Donations of money, goods or services",1.0,   please retweet for my fellow Missourians. Text REDCROSS to  to make a $ donation to Joplin tornado fund.
661,197558669,finalized,3,2012-09-08 06:37:00.000Z,"Donations of money, goods or services",1.0,"The pet survivors of the #Joplintornado need our help, local company coordinating donations "
662,197558670,finalized,4,2012-09-08 22:36:00.000Z,"Donations of money, goods or services",1.0,"  Check out   song ""Time Travel""  w/ footage of the Joplin tornado & ways to donate:  ..."
663,197558671,finalized,3,2012-09-08 07:23:00.000Z,"Donations of money, goods or services",1.0,  Cardinals News:: Cards-Royals series to benefit tornado victims 
664,197558672,finalized,3,2012-09-08 08:02:00.000Z,"Donations of money, goods or services",1.0,  Help the  respond in #Joplin & other states. 
665,197558673,finalized,3,2012-09-08 06:57:00.000Z,"Donations of money, goods or services",1.0,  Looking for somewhere to eat for lunch or dinner? CiCi's Pizza is donating % of sales to #Joplin today!  ...
666,197558674,finalized,4,2012-09-08 07:18:00.000Z,"Donations of money, goods or services",1.0,  Link to places taking essentials and other donations for #Joplin  from 
667,197558675,finalized,3,2012-09-08 07:09:00.000Z,"Donations of money, goods or services",1.0,Avon Responds to Local Communities Affected by Southern Tornado Disasters with Avon Cares Tour: Established to H... 
668,197558676,finalized,3,2012-09-08 07:51:00.000Z,"Donations of money, goods or services",1.0,  Assistance for tornado victims is available at Fairview Recreation center. Please spread the word -  ...
669,197558677,finalized,3,2012-09-08 22:02:00.000Z,"Donations of money, goods or services",1.0,   ways to donate for MA tornado victims:
670,197558678,finalized,3,2012-09-08 22:19:00.000Z,"Donations of money, goods or services",0.6792, Those in #Joplin who can check on their neighbors should search Joplin Tornado Citizen checks on Facebook.
671,197558679,finalized,3,2012-09-08 06:21:00.000Z,"Donations of money, goods or services",1.0,"  Birdman bets million on Miami Heat I wonder how much all these millionaires gave to the tornado, earthquake, flood vi ..."
672,197558680,finalized,3,2012-09-08 07:51:00.000Z,"Donations of money, goods or services",0.6748,"   please  for those affected by the horrific Tornado in Joplin, MO! For those who want to help text REDC ..."
673,197558681,finalized,3,2012-09-08 07:23:00.000Z,"Donations of money, goods or services",1.0,  As of today K has been raised   the tornado victims thru our  partner  let's keep it going:http ...
674,197558682,finalized,3,2012-09-08 06:47:00.000Z,"Donations of money, goods or services",0.6748,"  The best way to help #Joplin right now is text REDCROSS to , or ARMY to  to assist the Salvation Army."
675,197558683,finalized,3,2012-09-08 22:11:00.000Z,"Donations of money, goods or services",1.0,Attn: Quilters & Crafters lets bond together in the Tornado Relief #tulatroops
676,197558684,finalized,3,2012-09-08 21:24:00.000Z,"Donations of money, goods or services",1.0,"   To help #Joplin tornado victims, others: text REDCROSS to  to donate $; donate online redcross.org  ..."
677,197558685,finalized,3,2012-09-08 06:47:00.000Z,"Donations of money, goods or services",1.0,"Atkins tops tornado relief show: Rodney Atkins will headline ""Music City Gives Back"" on Jun...  "
678,197558686,finalized,3,2012-09-08 07:27:00.000Z,"Donations of money, goods or services",1.0,  Community Blood Center at Northpark Mall only accepting O-  #joplin
679,197558687,finalized,3,2012-09-08 06:52:00.000Z,"Donations of money, goods or services",0.6249,"The #Joplin #tornado is the th deadliest in the US, here's a fund to help the pets "
680,197558688,finalized,4,2012-09-08 08:02:00.000Z,"Donations of money, goods or services",0.7344,"  You can help us respond in #Joplin &continue our work in other states. Txt REDCROSS to , or online: "
681,197558689,finalized,3,2012-09-08 05:58:00.000Z,"Donations of money, goods or services",0.6841,Wine Tasting To Benefit Joplin Tornado Relief  via #constantcontact
682,197558690,finalized,3,2012-09-08 06:37:00.000Z,"Donations of money, goods or services",1.0,Obama visits tornado-ravaged Joplin; renamed hospital reopens  
683,197558691,finalized,3,2012-09-08 07:58:00.000Z,"Donations of money, goods or services",0.6285,  A reported % of #joplin is destroyed by #tornado.  Text REDCROSS to  to donate $ or online @ 
684,197558692,finalized,3,2012-09-08 21:52:00.000Z,"Donations of money, goods or services",1.0,  Community Helps Tornado Victims: CHAMPAIGN--A Champaign church is overwhelmed by donations.  (via  ...
685,197558693,finalized,3,2012-09-08 07:03:00.000Z,"Donations of money, goods or services",1.0,"Rams to contribute $K to tornado relief efforts in Missouri: The Rams are contributing $, to relief effor... "
686,197558694,finalized,3,2012-09-08 07:27:00.000Z,"Donations of money, goods or services",1.0,Bettenhausen Dodge Collects Goods for Joplin Tornado Survivors - Patch.com: TribLocalBettenhausen Dodge Collects... 
687,197558695,finalized,3,2012-09-08 07:40:00.000Z,"Donations of money, goods or services",0.6748,   Year Old to Help Tornado Victims: A Stevens Point  year old is stepping up to help tornado victims across the...  ...
688,197558696,finalized,3,2012-09-08 07:58:00.000Z,"Donations of money, goods or services",1.0,"  Obama Offers Message of Hope and Support to Tornado-Damaged Joplin, Missouri: President Barack Obama, third from... ..."
689,197558697,finalized,3,2012-09-08 07:44:00.000Z,"Donations of money, goods or services",1.0,For #smallbiz owners in #Joplin - and elsewhere - a link to the SBA's Disaster Recovery Plan 
690,197558698,finalized,3,2012-09-08 07:58:00.000Z,"Donations of money, goods or services",1.0,"Reaching out to help Joplin, Mo., after tornado "
691,197558699,finalized,3,2012-09-08 07:40:00.000Z,"Donations of money, goods or services",1.0,Taylor Swift Encourage Support For Tornado Victims In Today's Tweet Dreams 
692,197558700,finalized,3,2012-09-08 07:54:00.000Z,"Donations of money, goods or services",1.0,  Help out The Joplin Project and help out one of our pwn. ;-)  Please  #HaloCommunity #tornado # ...
693,197558701,finalized,3,2012-09-08 19:09:00.000Z,"Donations of money, goods or services",1.0,"Obama vows tornado aid in visit to Joplin: WASHINGTON -- A week after a killer tornado decimated Joplin, Mo., Pr... "
694,197558702,finalized,3,2012-09-08 06:47:00.000Z,"Donations of money, goods or services",1.0,She takes after her incredible mother. :) // A Stevens Point  year old is stepping up to help tornado victims 
695,197558703,finalized,3,2012-09-08 18:45:00.000Z,"Donations of money, goods or services",0.6791,UPDATE: Springfield Man Plans to Donate Lottery Prize to Joplin Tornado Fund 
696,197558704,finalized,3,2012-09-08 07:34:00.000Z,"Donations of money, goods or services",1.0,  Medical personnel should register at / to volunteer in #joplin.
697,197558705,finalized,3,2012-09-08 18:55:00.000Z,"Donations of money, goods or services",1.0,"RedCross doesnt accept donated clothes. Plz do not drop items at MSSU; they're piling up in living space, causing logistical issues. #Joplin"
698,197558706,finalized,3,2012-09-08 18:55:00.000Z,"Donations of money, goods or services",1.0,Makeover Happy Hour feat. fab  mineral makeup to benefit tornado victims! Spread the word!  #DCevents
699,197558707,finalized,3,2012-09-08 07:27:00.000Z,"Donations of money, goods or services",0.6457,"  You can help us respond in #Joplin &continue our work in other states. Txt REDCROSS to , or online: "
700,197558708,finalized,3,2012-09-08 07:27:00.000Z,"Donations of money, goods or services",1.0,"Cardinals, Royals 'Unite for Joplin' tornado victims in upcoming series - ky.com "
701,197558709,finalized,3,2012-09-08 18:28:00.000Z,"Donations of money, goods or services",0.6791,  Help #MA tornado victims: drop vital supplies off @ your local firestation. Details  post 
702,197558710,finalized,3,2012-09-08 07:07:00.000Z,"Donations of money, goods or services",1.0,  Hospital officials are asking all doctors and nurses from regional hospitals to report to the front door of Freeman West.   ...
703,197558711,finalized,3,2012-09-08 06:37:00.000Z,"Donations of money, goods or services",1.0,  This blogger has put together a great list of ways to help the residents of #Joplin -&gt; 
704,197558712,finalized,3,2012-09-08 18:45:00.000Z,"Donations of money, goods or services",1.0,MLB and MLBPA donate $K toward tornado relief efforts - SportingNews.com 
705,197558713,finalized,3,2012-09-08 06:42:00.000Z,"Donations of money, goods or services",0.6409999999999999,    Cantor is a disgrace. Says find $ elsewhere B givin to tornado vics. That moron shld resign. #do ...
706,197558714,finalized,4,2012-09-08 08:02:00.000Z,"Donations of money, goods or services",1.0,    How couponers can help Tornado Victims-pass it along!
707,197558715,finalized,3,2012-09-08 07:27:00.000Z,"Donations of money, goods or services",1.0,  Help change lives in #Joplin! Visit  & DL music to donate $ to St. Johns Hospital &  ...
708,197558716,finalized,3,2012-09-08 22:19:00.000Z,"Donations of money, goods or services",0.6792, Thank you so much  for following our efforts to find #shelter for disaster survivors! - Sparkrelief.org #Joplin #SlaveLake
709,197558717,finalized,3,2012-09-08 07:13:00.000Z,"Donations of money, goods or services",0.6503,"  PLS , #CLT! SEEKING #Joplin org to assist  #marines making the trip to help w/ rescue! ALL have security & medic ..."
710,197558718,finalized,3,2012-09-08 07:58:00.000Z,"Donations of money, goods or services",1.0,"President Obama visits tornado-ravaged Joplin, Missouri; speaks to survivors at memorial service. "
711,197558719,finalized,3,2012-09-08 06:32:00.000Z,"Donations of money, goods or services",1.0,"  Good vid, good cause!   New   song... w/ footage of Joplin tornado & ways to donate: http:/ ..."
712,197558720,finalized,3,2012-09-08 07:07:00.000Z,"Donations of money, goods or services",1.0,  HELP: Tornado Relief Fund - Please consider donating anything you can spare to this terrific cause. - 
713,197558721,finalized,3,2012-09-08 06:21:00.000Z,"Donations of money, goods or services",1.0,"MT  MT  Agencies for  helping communities in Joplin, MO.  #tornado #Joplin"
714,197558722,finalized,3,2012-09-08 19:09:00.000Z,"Donations of money, goods or services",1.0,"  Emergency Blood Drive for #JOPLIN today at pm - American Red Cross: KCMO   West Armour Boulevard in #KansasCity, MO  ..."
715,197558723,finalized,3,2012-09-08 07:30:00.000Z,"Donations of money, goods or services",1.0,      Plz OKC tornado victims shelter at Piedmont Baptist Church. Red Cross there. PLASTIC  ...
716,197558724,finalized,3,2012-09-08 07:34:00.000Z,"Donations of money, goods or services",0.6673,NFL Collecting Funds To Aid Tornado Victims: By SportsDirect Three NFL teams have begun collecting supplies and ... 
717,197558725,finalized,3,2012-09-08 22:11:00.000Z,"Donations of money, goods or services",1.0,"  This Week in College News: Tornado Relief, ROTC and Rebecca Black  #college #highered"
718,197558726,finalized,3,2012-09-08 21:52:00.000Z,"Donations of money, goods or services",1.0,"  #BlogJoplin has raised over $,! We STILL have blog accepting advertisers for as low as $ a month will proceeds go ..."
719,197558727,finalized,3,2012-09-08 18:28:00.000Z,"Donations of money, goods or services",1.0,"    we need nurses or doctors looking to help re #Joplin,MO, call -- for the Greater Ozarks of the  ..."
720,197558728,finalized,3,2012-09-08 18:45:00.000Z,"Donations of money, goods or services",1.0,The wonderful  raises almost $M for tornado victims! Read the story and watch a clip from the show 
721,197558729,finalized,3,2012-09-08 07:30:00.000Z,"Donations of money, goods or services",1.0,About to head to Sweet Home Alabama to help with Tornado Relief Efforts. Will be in Bham tonight 
722,197558730,finalized,3,2012-09-08 07:18:00.000Z,"Donations of money, goods or services",0.6722,  call -- for referrals to available child care in Joplin during recovery efforts.  #MoHaves Please 
723,197558731,finalized,3,2012-09-08 07:40:00.000Z,"Donations of money, goods or services",1.0," please RT, Pray for our team taking donations to Joplin today! Thanks for the support from everyone!! #wearealabama #Joplin"
724,197558732,finalized,3,2012-09-08 07:13:00.000Z,"Donations of money, goods or services",0.35100000000000003,   days left to bid on autographed MCR drumhead to help tornado victims in Mississippi ! 
725,197558733,golden,14,2012-09-08 21:52:00.000Z,"Donations of money, goods or services",0.7893,"Goodyear Blimps Assist Tornado Relief Effort: AKRON, Ohio, May ,  /PRNewswire/ -- The Goodyear Tire & Rubb... "
726,197558734,finalized,3,2012-09-08 22:19:00.000Z,"Donations of money, goods or services",1.0,"  Bills players, New Era donating at least $, to Joplin tornado relief "
727,197558735,finalized,3,2012-09-08 18:55:00.000Z,"Donations of money, goods or services",0.6457,"Donations for tornado victims can be dropped off: Bottled water, diapers, non-perishable baby formula"
728,197558736,finalized,3,2012-09-08 21:52:00.000Z,"Donations of money, goods or services",1.0,I liked a  video  Devastating Tornado in Joplin Fund Raiser
729,197558737,finalized,3,2012-09-08 21:24:00.000Z,"Donations of money, goods or services",1.0, Thank you for the RT! #donate #joplin #tornado
730,197558738,finalized,3,2012-09-08 07:44:00.000Z,"Donations of money, goods or services",1.0,"  Our #tornado response continues in #Joplin, #Twin Cities, #Tuscaloosa, beyond. See all World Vision press updates h ..."
731,197558739,finalized,3,2012-09-08 21:38:00.000Z,"Donations of money, goods or services",1.0,The middle school tornado shelter is open to the public at this time.
